"hhnum","infousa_flag","snap1","snap2","snap3","snap4","snap5","snap6","snap7","snap8","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","sm1","sm2","sm3","sm4","sm5","sm6","sm7","sm8","co1","co2","co3","co4","co5","co6","co7","co8","cs1","cs2","cs3","cs4","cs5","cs6","cs7","cs8","mlg1","mlg2","mlg3","mlg4","mlg5","mlg6","mlg7","mlg8","dist_ss","dist_sm","dist_co","dist_cs","dist_mlg","dist_walmart","nearsnap_placeid","nearsnap_stype","nearsnap_dist","nearsmss_placeid","nearsmss_stype","nearsmss_dist","ff1","ff2","ff3","ff4","ff5","ff6","ff7","ff8","nonff1","nonff2","nonff3","nonff4","nonff5","nonff6","nonff7","nonff8","nearff_sic1","nearff_sic2","nearff_dist","nearnonff_sic1","nearnonff_sic2","nearnonff_dist","nearmcd_sic1","nearmcd_sic2","nearmcd_dist"
110123,1,0,2,2,3,3,4,5,37,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,11,0,1,1,1,1,2,2,8,0,1,1,1,1,1,1,3,20.67,31.21,1.74,0.4,0.4,21.08,1052758,"MG",0.4,,"SS",20.67,0,0,0,0,0,0,0,9,0,3,3,4,4,4,11,48,581208,581206,20.94,581208,581208,0.34,581208,581206,20.9371426136148
110130,1,2,2,7,17,85,96,99,108,0,0,1,2,15,17,17,17,0,0,0,0,1,1,1,1,1,1,2,2,18,21,21,21,1,1,3,10,27,31,34,37,0,0,0,1,4,4,4,8,0.58,3.92,0.22,0.15,1.76,3.46,1103340,"CS",0.15,1005837,"SS",0.58,5,8,9,17,71,89,89,90,5,7,12,48,185,219,220,231,581208,581206,0.06,581208,581208,0.06,581208,581206,0.107340148345046
110160,1,0,0,0,0,2,16,70,195,0,0,0,0,1,2,4,7,0,0,0,0,0,1,8,21,0,0,0,0,0,2,19,50,0,0,0,0,1,10,31,100,0,0,0,0,0,0,2,4,3.19,9.73,9.2,4.8,10.5,11.38,1121683,"SS",3.19,1121683,"SS",3.19,0,0,0,0,1,9,29,35,0,0,0,0,1,19,53,81,581208,581206,3.87,581208,581208,4.87,581208,581206,6.04737390430033
110165,1,4,7,21,60,262,554,775,959,1,1,1,1,12,33,54,63,0,0,2,4,17,42,62,78,0,1,3,13,64,167,271,348,2,4,12,27,108,190,233,294,0,0,0,2,22,41,51,59,0.22,0.65,0.45,0.1,1.66,3.88,,"CS",0.1,1036421,"SS",0.22,0,0,3,16,81,245,414,439,4,4,9,38,359,786,1195,1231,581208,581206,0.52,581208,581208,0.18,581208,581206,0.518286816760641
110169,2,5,14,46,106,409,933,2063,5720,2,2,3,12,45,97,170,407,0,0,1,7,34,104,217,466,0,0,4,10,58,158,310,828,3,7,23,51,184,373,798,2511,0,3,7,12,39,86,219,567,0.08,0.86,0.67,0.09,0.27,2.23,1083577,"SS",0.08,1083577,"SS",0.08,2,8,16,55,239,456,871,1341,12,33,89,224,1091,2447,5400,7624,581208,581206,0.07,581208,581208,0.07,581208,581206,0.582031106128386
110171,1,0,1,6,23,116,231,538,1597,0,0,1,3,6,11,24,69,0,0,1,1,12,28,76,185,0,0,1,7,31,54,150,461,0,0,1,9,50,112,232,695,0,1,1,1,5,10,24,70,0.79,0.65,0.68,0.59,0.34,1.21,1121441,"MG",0.34,1157621,"SM",0.65,0,0,1,22,67,95,196,196,1,5,9,48,197,333,599,608,581208,581206,0.68,581208,581208,0.13,581208,581206,1.21700449681
110175,1,0,0,1,7,62,239,326,361,0,0,0,4,17,51,80,85,0,0,0,0,1,8,10,12,0,0,1,1,14,69,97,108,0,0,0,1,16,63,77,87,0,0,0,0,1,8,10,15,1.08,3.86,0.64,1.64,4.28,2.96,1091798,"CO",0.64,1018044,"SS",1.08,0,0,4,16,49,68,75,81,0,1,6,38,98,139,149,178,581208,581206,0.75,581228,581228,0.46,581208,581206,0.939031303546866
110179,1,0,3,12,46,239,737,1408,2693,0,0,0,4,25,87,177,372,0,0,0,1,18,48,88,173,0,1,3,9,61,204,391,817,0,2,9,27,113,331,628,1102,0,0,0,0,7,26,48,83,1.09,1.3,0.46,0.47,2.18,1.09,1057915,"CO",0.46,1130400,"SS",1.09,1,6,43,74,215,587,1278,1478,16,82,258,473,1092,2221,3856,4217,581222,581206,0.19,581208,581208,0.12,581208,581206,0.495737078532188
110189,1,1,3,22,62,167,440,1197,4315,0,0,0,3,17,52,116,293,0,0,0,1,8,35,80,207,0,1,4,10,38,133,302,929,0,1,13,39,90,188,571,2351,1,1,1,2,4,15,57,212,1.48,1.33,0.47,0.49,0.23,1.48,1108808,"LG",0.23,1173705,"SM",1.33,0,0,2,11,83,299,500,552,0,2,15,48,268,1171,2038,2236,581208,581206,0.89,581228,581228,0.4,581208,581206,1.14384311364304
110190,1,0,0,1,2,17,57,117,668,0,0,1,1,3,5,15,53,0,0,0,0,3,9,16,50,0,0,0,1,7,24,53,215,0,0,0,0,1,14,25,271,0,0,0,0,1,2,3,28,0.88,2.12,1.3,4.31,2.42,3.79,,"SS",0.88,,"SS",0.88,0,0,0,0,16,45,68,80,0,0,0,0,35,97,130,150,581208,581206,2.04,581208,581208,2.12,581208,581206,3.50831484731198
110193,2,0,2,13,66,294,976,2438,7519,0,0,1,6,33,107,218,583,0,0,0,2,16,90,195,680,0,0,2,11,52,200,418,1164,0,2,7,30,137,405,1080,3292,0,0,1,7,21,79,227,710,1,1.72,0.66,0.26,0.7,2.56,,"CS",0.26,1004259,"SS",1,0,1,4,33,180,189,278,1360,1,5,21,120,653,692,1271,7989,581208,581206,0.42,581208,581208,0.21,581208,581206,1.32881901543903
110196,1,0,4,24,63,171,433,1171,4314,0,0,0,2,18,52,114,292,0,0,0,1,8,34,79,207,0,0,5,9,39,130,296,933,0,3,12,42,92,186,556,2348,0,1,1,2,4,14,56,213,1.62,1.23,0.65,0.34,0.33,1.62,1108808,"LG",0.33,1173705,"SM",1.23,0,0,2,5,86,294,495,552,0,3,15,46,274,1149,2039,2236,581222,581206,0.78,581228,581228,0.31,581208,581206,1.27209973726867
110205,1,4,4,6,37,267,1334,3079,4403,0,0,0,5,30,96,204,288,1,1,1,5,16,53,142,215,2,2,2,11,66,259,604,939,1,1,3,16,131,765,1707,2429,0,0,0,0,11,70,165,207,1.09,0.19,0.14,0.02,2.13,2.08,,"CS",0.02,1041870,"SM",0.19,2,4,5,29,145,273,421,548,2,9,20,98,707,1202,1731,2227,581208,581206,0.05,581208,581208,0.19,581208,581206,0.174055460764849
110207,1,0,4,6,22,85,300,495,3966,0,0,1,2,6,27,54,283,0,0,0,1,7,20,38,194,0,0,1,7,27,78,146,883,0,4,4,12,42,157,217,2102,0,0,0,0,0,5,16,191,0.89,1.51,0.98,0.3,5.85,4.1,,"CS",0.3,,"SS",0.89,0,1,2,16,54,164,308,552,0,7,20,51,153,499,1275,2236,581208,581206,0.47,546102,581203,0.26,581208,581206,1.325639454064
110212,1,2,2,7,18,86,96,99,108,0,0,1,2,15,17,17,17,0,0,0,0,1,1,1,1,1,1,2,2,18,21,21,21,1,1,3,10,27,31,34,37,0,0,0,2,4,4,4,8,0.63,3.95,0.15,0.11,1.76,3.52,1103340,"CS",0.11,1005837,"SS",0.63,6,8,9,17,71,89,89,90,6,7,12,49,186,219,220,231,581208,581206,0.06,581208,581208,0.1,581208,581206,0.0637543525935903
110218,1,1,1,8,14,139,407,649,858,0,0,2,5,15,31,46,55,0,0,2,2,13,44,62,76,1,1,3,4,28,96,152,206,0,0,1,3,69,195,328,445,0,0,0,0,9,18,25,30,0.88,0.55,0.15,0.57,2.33,3.67,,"CO",0.15,1145468,"SM",0.55,2,4,12,28,133,322,460,553,1,5,25,106,459,1218,1795,1961,581208,581206,0.12,581208,581208,0.14,581208,581206,0.676129327456678
110228,1,0,2,3,10,27,88,97,121,0,1,1,2,6,18,20,23,0,0,0,0,1,3,4,5,0,0,0,2,6,19,20,25,0,1,1,5,9,31,34,41,0,0,1,1,1,2,2,6,0.46,3.98,1.22,0.41,0.92,2.55,1096192,"CS",0.41,1080855,"SS",0.46,1,2,2,8,18,18,18,19,0,3,5,11,53,54,57,73,581222,581206,0.16,581208,581203,0.37,581208,581206,0.440849423977369
110229,1,0,1,4,5,5,11,18,291,0,0,0,1,1,1,3,61,0,0,0,0,0,1,1,13,0,0,2,2,2,4,7,84,0,1,2,2,2,5,7,87,0,0,0,0,0,0,0,11,1.17,6.67,0.52,0.42,17.03,1.17,,"CS",0.42,1107547,"SS",1.17,0,2,4,7,7,9,14,21,4,7,15,16,17,26,38,62,581208,581206,0.29,581222,581208,0.11,581208,581206,1.12372274801417
110244,1,0,0,0,0,1,10,43,135,0,0,0,0,0,0,3,6,0,0,0,0,0,2,4,10,0,0,0,0,0,2,8,26,0,0,0,0,1,4,20,70,0,0,0,0,0,1,3,9,11.19,7.03,7.15,3.26,7.23,11.19,1151307,"CS",3.26,,"SM",7.03,0,0,0,0,0,4,20,35,0,0,0,0,3,36,101,221,581208,581206,7.15,581208,581208,3.2,581208,581206,7.18059605590729
110245,1,0,0,0,0,1,34,100,591,0,0,0,0,0,4,10,49,0,0,0,0,0,5,12,43,0,0,0,0,0,14,42,191,0,0,0,0,1,8,30,238,0,0,0,0,0,1,3,25,5.81,5.62,5.27,4.38,7.24,8.78,1150378,"CS",4.38,1095230,"SM",5.62,0,0,0,0,0,28,61,79,0,0,0,0,0,65,116,146,581208,581206,5.28,541103,581208,5.24,581208,581206,5.28419717985442
110251,1,9,23,60,166,254,307,465,1513,0,0,0,6,17,22,45,151,2,2,3,4,10,21,33,160,0,1,1,10,26,44,75,368,4,11,32,91,132,146,210,523,0,2,5,15,18,19,26,112,1.05,0.24,0.29,0.11,0.3,4.51,,"SG",0.1,1113855,"SM",0.24,2,4,8,31,93,122,174,288,16,37,71,211,511,717,1071,2046,581208,581206,0.16,581222,581208,0.1,581208,581206,0.305978816801809
110252,1,0,2,7,44,221,651,1013,2361,0,0,0,2,14,37,58,147,0,2,3,6,26,82,145,267,0,0,3,17,67,161,274,578,0,0,1,15,71,259,382,847,0,0,0,2,21,56,76,232,1.18,0.46,0.51,0.96,1.73,2.19,1073058,"SM",0.46,1073058,"SM",0.46,0,1,4,33,160,435,661,736,1,4,16,91,511,1588,2583,2949,581208,581206,0.46,581208,581208,0.15,581208,581206,1.13542898801765
110253,1,0,0,1,7,58,231,326,361,0,0,0,4,16,49,80,85,0,0,0,0,1,8,10,12,0,0,1,1,12,66,97,108,0,0,0,1,15,60,77,87,0,0,0,0,1,8,10,15,1.31,3.88,0.89,1.38,4.49,2.69,1091798,"CO",0.89,1018044,"SS",1.31,0,0,0,16,49,68,75,81,0,0,3,31,98,139,149,178,581208,581206,1,581228,581228,0.63,581208,581206,1.19314284128417
110257,1,0,1,8,18,34,34,38,205,0,0,0,3,6,6,7,39,0,0,0,0,1,1,1,9,0,0,2,4,9,9,10,46,0,1,5,9,13,13,14,74,0,0,0,0,1,1,1,6,1.09,2.44,0.59,0.39,2.14,2.52,1068058,"CS",0.39,1004579,"SS",1.09,0,1,5,19,28,28,29,45,0,1,20,51,93,103,114,187,581208,581206,0.42,581208,581208,0.44,581208,581206,1.26303924970351
110258,1,0,0,0,2,15,19,26,84,0,0,0,0,4,4,4,12,0,0,0,0,1,1,1,3,0,0,0,1,4,5,5,22,0,0,0,0,3,6,8,27,0,0,0,0,1,1,2,8,2.05,2.14,1.95,2.01,4.81,2.15,,"ME",1.9,1173605,"SS",2.05,0,0,0,2,11,13,13,24,1,1,3,10,37,55,64,109,581208,581206,1.89,581208,581208,0.12,581208,581206,2.11201978842254
110265,1,2,4,4,7,51,118,341,1207,0,1,1,1,6,17,41,132,0,0,0,0,3,11,19,65,2,3,3,3,17,40,120,450,0,0,0,2,22,39,107,366,0,0,0,0,0,2,14,56,0.27,2.1,0.12,1.26,8.89,4.25,1100108,"CO",0.12,1148926,"SS",0.27,0,1,1,4,14,15,24,99,2,6,10,21,59,88,153,468,581208,581206,0.36,581208,581208,0.2,581208,581206,1.66928282161801
110268,1,0,3,5,21,38,42,53,376,0,0,0,2,9,9,10,67,0,1,1,3,3,4,6,18,0,1,1,6,8,8,12,97,0,1,3,7,13,15,19,132,0,0,0,0,0,1,1,18,1.05,0.4,0.42,0.4,8.75,3,1091270,"SM",0.4,1091270,"SM",0.4,0,7,13,34,50,52,57,57,0,8,64,113,153,165,177,177,581208,581206,0.4,581212,581212,0.33,581208,581206,0.417744895008161
110270,1,1,4,9,10,11,12,16,63,0,0,0,0,0,0,0,7,0,0,2,2,2,2,2,3,0,0,1,1,1,1,1,13,1,2,4,4,4,5,6,25,0,0,0,0,0,0,0,2,19.02,0.68,0.72,0.16,27,22.11,1172417,"CS",0.16,1136052,"SM",0.68,0,0,5,5,5,5,5,19,2,3,8,11,13,14,17,52,581208,581206,0.69,591205,581208,0.23,581208,581206,0.78203759734847
110275,1,1,5,38,110,460,727,917,1048,0,0,1,3,13,26,42,47,0,0,6,6,18,42,59,76,0,1,8,23,88,166,225,272,1,4,19,55,251,364,437,478,0,0,2,7,26,36,44,51,0.76,0.56,0.42,0.09,0.58,4.4,1158508,"CS",0.09,1140385,"SM",0.56,0,0,13,21,98,241,324,345,2,5,39,139,594,1116,1423,1579,581208,581206,0.54,581225,581225,0.12,581208,581206,0.539030721504246
110281,1,0,0,0,6,51,259,512,776,0,0,0,0,8,26,40,62,0,0,0,0,8,23,41,63,0,0,0,6,29,94,168,263,0,0,0,0,2,84,195,302,0,0,0,0,1,10,24,28,2.02,3.44,1.19,4.04,3.97,3.35,,"CO",1.19,1017847,"SS",2.02,0,0,0,0,0,34,62,80,0,0,0,0,0,45,113,152,581208,581208,5.55,581208,581208,5.46,581208,581206,5.97799148007006
110283,1,0,0,3,6,6,7,46,117,0,0,0,0,0,0,4,6,0,0,0,1,1,1,3,9,0,0,1,2,2,2,12,27,0,0,1,2,2,2,19,52,0,0,1,1,1,1,3,8,12.99,1.51,0.96,0.9,0.96,12.99,1174489,"CS",0.9,1158876,"SM",1.51,0,0,0,3,3,3,22,31,0,0,9,11,13,21,102,211,581208,581206,1.05,581208,581208,0.71,581208,581206,1.53402295028241
110285,1,0,0,1,8,25,198,461,776,0,0,0,2,4,25,36,62,0,0,0,1,4,20,33,63,0,0,1,5,17,79,147,262,0,0,0,0,0,52,181,302,0,0,0,0,0,9,21,28,1.5,1.88,0.76,5.82,5.5,1.72,,"CO",0.76,1017847,"SS",1.5,0,0,0,0,0,34,60,80,0,0,0,0,2,44,107,152,581222,581206,5.76,581208,581208,4.09,581208,581206,5.85938414084883
110287,1,7,12,25,72,226,458,575,910,0,0,0,0,7,26,39,59,4,4,4,7,19,45,57,80,1,3,4,15,42,93,120,223,2,5,17,50,143,258,317,468,0,0,0,0,7,18,22,30,2.14,0.04,0.2,0.2,2.25,2.14,1138778,"SM",0.04,1138778,"SM",0.04,8,13,20,35,161,340,456,599,3,10,31,135,759,1358,1726,2110,581208,581206,0.03,581208,581208,0.05,581208,581206,0.0297224983357535
110289,1,0,0,0,1,10,22,22,66,0,0,0,0,1,1,1,3,0,0,0,0,1,3,3,5,0,0,0,0,4,5,5,14,0,0,0,1,4,12,12,35,0,0,0,0,0,1,1,5,3.31,4.19,2.55,1.74,5.7,3.31,1060954,"CS",1.74,1123177,"SS",3.31,0,0,0,0,8,10,10,10,0,0,0,1,12,19,19,26,581208,581206,3.27,546105,581228,1.66,581208,581206,3.72534690909376
110295,1,0,0,0,3,12,36,108,1119,0,0,0,0,2,6,17,105,0,0,0,0,1,5,16,97,0,0,0,2,6,11,30,230,0,0,0,1,3,12,38,526,0,0,0,0,0,0,2,73,2.13,2.02,1.49,1.47,10.49,2.13,1160036,"CS",1.47,1131723,"SM",2.02,0,0,0,14,17,38,119,794,0,0,0,5,11,61,200,2010,581208,581206,1.47,581228,581228,1.47,581208,581206,1.47189231734874
110297,1,0,0,0,3,12,38,104,1127,0,0,0,0,2,6,17,105,0,0,0,0,1,5,15,97,0,0,0,2,6,11,27,233,0,0,0,1,3,14,38,529,0,0,0,0,0,0,2,74,2.58,2.45,1.55,1.68,10.36,2.58,1144943,"CO",1.55,1131723,"SM",2.45,0,0,0,14,18,41,119,791,0,0,0,5,14,63,192,2016,581208,581208,1.61,581248,581248,1.62,581208,581206,1.61397829911617
110300,1,10,24,72,172,253,310,466,1512,0,0,2,5,17,24,45,150,2,2,3,4,10,21,33,160,1,1,3,11,25,44,75,367,3,12,39,94,132,147,210,524,0,2,4,16,18,19,27,112,0.84,0.03,0.13,0.11,0.28,4.27,1113855,"SM",0.03,1113855,"SM",0.03,3,6,11,29,92,122,172,288,7,37,78,210,501,721,1070,2046,581222,581206,0.07,581208,581208,0.09,581208,581206,0.124298427597357
110301,1,0,0,2,4,8,28,48,271,0,0,0,0,0,1,3,16,0,0,0,0,0,3,4,20,0,0,0,1,1,6,8,62,0,0,2,3,6,17,31,149,0,0,0,0,0,0,1,7,5.46,5.01,1.99,0.66,10.01,13.39,1048147,"CS",0.66,1035268,"SM",5.01,0,0,0,0,1,8,15,32,0,0,0,0,2,13,23,69,581208,581206,4.97,738901,581208,2.48,581208,581206,5.36396454163907
110306,1,1,3,4,10,10,87,202,894,0,0,0,2,2,14,23,100,0,0,0,0,0,7,16,70,1,1,1,4,4,30,65,283,0,1,1,1,1,26,73,302,0,0,1,1,1,5,9,56,1.02,6.67,0.08,0.42,0.62,1.28,1164481,"CO",0.08,1120574,"SS",1.02,1,2,3,5,5,71,110,130,1,3,14,17,18,148,260,337,581208,581206,0.13,581208,581208,0.03,581208,581206,0.12632465501058
110308,2,0,1,9,54,311,777,1272,5102,0,0,0,9,33,82,125,352,0,0,2,2,33,80,158,416,0,0,1,8,51,124,221,737,0,1,6,25,140,338,463,2202,0,0,0,3,20,68,125,521,1.2,0.65,0.69,0.35,1.45,2.8,1158210,"CS",0.35,1008589,"SM",0.65,0,1,12,49,228,367,505,1167,0,0,18,112,674,1510,2824,7139,581208,581206,0.34,701101,581223,0.64,581208,581206,0.852621094751848
110311,2,2,7,17,54,240,835,1634,6191,0,1,2,12,39,104,174,489,1,2,3,7,34,106,207,553,1,1,4,9,49,171,305,970,0,3,5,17,84,344,689,2754,0,0,1,2,13,56,121,555,0.31,0.19,0.2,0.38,0.84,1.36,1086035,"SM",0.19,1086035,"SM",0.19,2,9,21,58,233,752,856,1057,4,35,87,247,1123,3171,3506,4238,581208,581206,0.19,581208,581206,0.19,581208,581206,0.299904617890141
110329,1,0,2,12,91,436,755,919,1065,0,0,1,5,13,31,42,47,0,0,0,7,20,47,62,79,0,1,5,30,94,176,228,278,0,1,4,34,235,368,433,485,0,0,1,5,23,38,44,51,0.54,1.19,0.46,0.27,0.95,2.09,,"CS",0.27,1154643,"SS",0.54,0,0,2,35,114,254,311,345,0,0,17,184,565,1199,1412,1579,546105,581228,0.58,581208,581208,0.73,581208,581206,1.3727101173178
110332,1,0,1,3,7,74,246,433,694,0,0,0,0,7,18,31,50,0,0,0,0,4,8,15,19,0,0,0,2,26,61,116,190,0,0,0,1,21,96,171,276,0,0,1,1,5,18,27,42,2.85,2.08,1.24,1.07,0.81,2.97,,"SG",0.36,1020571,"SM",2.08,0,0,0,0,1,1,2,3,0,1,1,4,7,7,10,22,581208,581206,3.96,581203,581203,0.29,581208,581206,34.7265815497874
110336,1,0,0,0,3,88,169,607,2597,0,0,0,1,19,29,78,224,0,0,0,2,14,29,91,293,0,0,0,0,20,38,117,470,0,0,0,0,23,46,197,960,0,0,0,0,7,16,70,317,1.69,1.17,2.14,2.08,3.88,10.5,1108309,"SM",1.17,1108309,"SM",1.17,0,0,0,4,88,121,171,215,0,0,2,47,554,975,1370,1562,581208,581206,1.15,581214,581208,0.67,581208,581206,2.14910674269253
110339,1,0,0,3,3,110,445,880,1751,0,0,0,0,6,23,41,81,0,0,0,0,18,58,105,207,0,0,0,0,21,114,229,500,0,0,3,3,54,200,401,754,0,0,0,0,5,17,37,85,2.54,2.49,2.38,0.57,3.21,2.56,,"CS",0.57,,"SM",2.49,0,0,0,2,69,190,196,196,0,0,3,9,187,589,608,608,581208,581206,1.08,581208,581208,0.69,581208,581206,2.33875662498326
110342,2,0,1,16,60,285,967,2422,7522,0,0,1,6,35,105,217,586,0,0,0,1,16,88,195,682,0,0,3,9,54,197,419,1167,0,1,8,29,129,405,1069,3292,0,0,1,6,20,79,226,707,0.78,1.6,0.68,0.48,0.91,2.62,,"CS",0.48,1004259,"SS",0.78,0,0,9,30,183,188,276,1349,0,4,34,114,659,675,1252,7934,581208,581206,0.62,581208,581208,0.28,581208,581206,1.54589060481201
110343,1,2,2,13,45,151,280,322,420,0,0,2,7,13,26,31,42,0,0,0,4,12,26,30,36,0,0,1,7,28,55,59,85,1,1,5,20,72,119,144,178,0,0,0,1,6,9,11,13,0.87,1.2,0.99,0.16,1.58,4.42,,"CS",0.16,1101063,"SS",0.87,1,1,8,30,100,190,217,221,6,11,40,210,407,661,733,765,581203,581203,0.23,581208,581208,0.12,581208,581206,0.995305017689787
110347,1,0,0,0,0,4,62,91,353,0,0,0,0,0,1,3,12,0,0,0,0,0,8,10,68,0,0,0,0,2,24,34,139,0,0,0,0,1,20,34,90,0,0,0,0,1,4,4,13,9,5.77,4.5,4.72,4,10.63,,"MG",4,,"SM",5.77,0,0,0,0,0,0,6,45,0,0,0,0,1,5,19,233,581208,581206,12.72,581208,581208,4.69,581208,581206,14.4757388761886
110349,1,0,1,1,5,32,53,105,239,0,0,0,0,2,4,7,14,0,0,0,0,5,6,9,21,0,0,0,1,7,11,25,57,0,1,1,3,14,26,56,124,0,0,0,0,0,0,0,6,2.36,3.09,1.9,0.47,21.6,2.36,,"CS",0.47,1099179,"SS",2.36,0,0,0,2,8,9,16,49,0,0,1,6,20,22,35,91,581208,581206,1.9,581208,581208,0.58,581208,581206,2.48912346816201
110355,1,0,0,1,4,9,101,221,475,0,0,0,1,1,17,24,43,0,0,0,0,0,7,11,22,0,0,1,2,2,31,56,122,0,0,0,1,6,35,98,222,0,0,0,0,0,4,10,26,1.01,6.02,0.92,1.34,7.84,6.03,1083835,"CO",0.92,1131953,"SS",1.01,0,0,0,2,2,84,128,148,0,0,2,9,17,259,419,520,581208,581206,1.53,581208,581208,0.97,581208,581206,5.01836491755313
110358,1,1,2,6,34,62,90,123,271,0,0,0,0,1,5,6,20,0,0,1,1,6,7,10,20,0,1,3,8,16,22,31,72,1,1,2,16,27,40,55,105,0,0,0,1,1,3,6,16,4.06,0.91,0.33,0.19,1.52,5.31,1009270,"CS",0.19,1014658,"SM",0.91,2,4,7,12,33,44,51,53,0,7,21,55,149,208,234,250,581208,581206,0.19,581222,581208,0.32,581208,581206,0.193850027250694
110360,1,0,0,2,7,34,35,58,204,0,0,0,2,6,6,9,36,0,0,0,0,1,1,2,9,0,0,1,2,9,9,12,43,0,0,1,2,13,14,23,78,0,0,0,0,1,1,1,9,1.71,2.56,0.92,0.89,4.39,1.92,1011941,"CS",0.89,1125264,"SS",1.71,0,0,0,1,28,29,29,45,0,2,5,12,89,98,111,191,581208,581206,1.92,581223,581223,0.26,581208,581206,2.17310184719446
110362,1,3,5,7,16,28,72,266,588,0,0,0,0,1,9,15,30,0,1,1,2,2,8,27,51,3,3,3,6,11,27,91,198,0,1,3,7,10,19,83,223,0,0,0,0,1,2,12,20,2.38,0.27,0.24,0.25,4.83,2.38,1125081,"CO",0.24,1068511,"SM",0.27,1,3,4,7,20,24,29,69,2,6,6,17,33,52,64,148,581208,581203,0.25,581208,581208,0.24,581208,581206,1.40642648814207
110367,1,0,0,0,2,46,80,122,401,0,0,0,0,2,3,4,16,0,0,0,0,6,11,17,53,0,0,0,1,25,40,57,158,0,0,0,1,7,17,30,120,0,0,0,0,1,2,2,5,3.45,2.28,1.93,1.99,4.37,3.45,1158613,"CO",1.93,1052060,"SM",2.28,0,0,0,2,35,56,80,212,0,0,0,8,161,301,459,927,581208,581206,1.64,581208,581208,1.23,581208,581206,3.47898309708124
110370,1,2,4,13,33,41,43,60,103,0,0,1,3,3,3,4,8,0,0,1,1,1,1,1,2,0,2,4,6,7,7,10,13,2,2,6,16,22,23,31,61,0,0,0,1,1,1,1,2,0.57,0.99,0.33,0.09,1.68,1.59,1055392,"CS",0.09,1079697,"SS",0.57,1,1,3,13,13,13,15,21,1,4,17,42,64,66,98,168,581208,581206,0.1,581208,581208,0.2,581208,581206,1.28829880232945
110373,2,1,2,18,55,190,970,1855,2920,0,0,1,9,28,115,180,307,0,0,0,1,8,48,88,144,0,0,4,9,39,223,432,759,1,1,7,23,86,442,879,1319,0,0,2,6,16,73,138,197,0.89,1.59,0.83,0.06,0.75,1.68,,"CS",0.06,1125054,"SS",0.89,0,0,4,23,169,433,704,869,0,1,15,89,588,1916,2603,2994,581208,581206,0.63,581220,581220,0.41,581208,581206,1.70813842876349
110374,1,0,7,16,66,264,544,652,1333,0,1,2,13,32,68,82,167,0,1,2,6,18,62,81,190,0,4,4,15,41,100,127,265,0,0,4,18,121,223,253,463,0,0,1,5,23,48,58,123,0.45,0.25,0.27,0.52,0.58,1.89,1163785,"SM",0.25,1163785,"SM",0.25,0,5,12,46,169,449,545,640,5,31,69,221,838,2066,2731,3307,581208,581206,0.26,581224,581224,0.24,581208,581206,0.256323296527248
110375,1,0,1,4,5,5,11,18,292,0,0,0,1,1,1,3,62,0,0,0,0,0,1,1,12,0,1,2,2,2,4,7,85,0,0,2,2,2,5,7,86,0,0,0,0,0,0,0,11,1.24,6.73,0.44,0.51,17.14,1.24,1028353,"CO",0.44,1107547,"SS",1.24,1,2,3,7,7,9,14,21,3,5,15,16,17,26,38,62,581208,581206,0.2,581214,581214,0.18,581208,581206,1.19850126443731
110376,2,1,1,10,57,322,780,1295,5110,0,0,0,9,33,82,127,352,0,0,2,2,33,80,161,416,0,0,3,9,52,123,225,738,1,1,5,27,148,342,468,2205,0,0,0,2,21,68,128,524,1.08,0.61,0.63,0.21,1.58,2.66,1158210,"CS",0.21,1008589,"SM",0.61,1,1,10,52,236,368,516,1167,0,0,17,109,695,1513,2899,7143,581208,581206,0.2,581208,581208,0.63,581208,581206,0.929029112753153
110380,1,23,82,276,813,3812,9198,11774,14997,0,2,4,16,133,385,515,856,2,3,8,32,203,482,616,813,2,4,17,44,352,1083,1427,2039,2,16,64,184,768,1668,2165,2878,4,9,35,103,645,1617,2114,2544,0.25,0.22,0.23,0.07,0.18,9.56,,"SG",0.05,1074557,"SM",0.22,0,5,14,30,235,419,428,428,29,109,204,396,2627,4117,4172,4172,581222,581206,0.37,581212,581212,0.2,581208,581206,0.3876616877122
110383,2,0,2,4,30,91,225,559,2436,0,0,0,4,12,34,71,271,0,1,1,10,30,74,127,364,0,1,1,7,26,64,132,508,0,0,1,5,17,34,155,934,0,0,1,4,6,14,48,182,1.05,0.33,0.36,0.52,0.97,4,1165511,"SM",0.33,1165511,"SM",0.33,2,6,12,47,159,349,660,1057,13,27,61,188,509,1331,2551,4238,581208,581208,0.02,581208,581208,0.02,581208,581206,0.542389988100286
110390,1,1,4,9,10,11,12,16,63,0,0,0,0,0,0,0,7,0,0,2,2,2,2,2,3,0,0,1,1,1,1,1,13,1,2,4,4,4,5,6,25,0,0,0,0,0,0,0,2,19.03,0.75,0.78,0.14,27.07,22.12,1172417,"CS",0.14,1136052,"SM",0.75,0,0,5,5,5,5,5,19,1,3,8,11,13,14,17,52,581208,581206,0.75,581208,581208,0.24,581208,581206,0.842224727824964
